CODE	TYPE	NOM	URL.	DESC.
ME3SVT-PRSVT3AF	licence	Parcours type : Sciences biologiques et géologiques	http://formations.univ-amu.fr/ME3SVT-PRSVT3AF.html	Le parcours Sciences biologiques et géologiques (SBG) est un parcours bidisciplinaire qui allie sciences de la vie et sciences de la Terre. Il permet de consolider les acquis du lycée dans tous les domaines des sciences de la vie et de la Terre, et les prolonge par une formation à la fois synthétique et pointue dans l’ensemble des disciplines universitaires du domaine des SVT – biologie cellulaire et moléculaire, biologie des organismes et des populations, géologie. La mention est construite pour répondre au cahier des charges national de la formation des enseignants du secondaire, le débouché naturel de ce parcours concerne donc les masters enseignement en SVT. En outre, le parcours dispense des compétences totalement valorisables dans les masters de la diffusion scientifique (animateurs nature, journalisme scientifique) ou certains master disciplinaires (agrosciences, écologie, géologie, environnement).
ME3SVT-PRSVT3AG	licence	Parcours type : CUPGE « Agro-Véto »	http://formations.univ-amu.fr/ME3SVT-PRSVT3AG.html	'Le parcours CUPGE Agro-Véto-ENS est un parcours qui a un double objectif : Donner aux étudiants la formation nécessaire pour intégrer une école d''agronomie (ENSA ou ENITA) ou une école vétérinaire (ENV) par la voie du concours B, ou une École normale supérieure (ENS) par le second concours. Ce cycle préparatoire dure trois années et commence dès la première année universitaire. Ce parcours comporte des unités d''enseignement spécifiques pour chaque épreuve du concours, soit des UE de mathématiques, de chimie, de physique, de français, d''anglais et de préparation aux entretiens professionnels avec le jury. Délivrer une licence en Sciences de la vie et de la Terre (SVT) et donc poursuivre leurs formations au sein de masters proposés par Aix-Marseille université et par d’autres universités.'
ME3SVT-PRSVT3AH	licence	Parcours type : Plurisciences	http://formations.univ-amu.fr/ME3SVT-PRSVT3AH.html	'Cette formation s''adresse à des étudiants scientifiques aimant les sciences et désirant faire partager leur savoir scientifique en milieu scolaire ou extrascolaire. La formation leur permet d''acquérir une véritable maîtrise des savoirs scientifiques ainsi que des outils permettant leur transmission. Pour cela, la formation s''appuie sur une pédagogie innovante à base de nombreux travaux personnels (mémoires, exposés, réalisations expérimentales…) qui permet à l''étudiant de devenir plus autonome, plus acteur et responsable. Une parfaite maîtrise de la langue française étant nécessaire pour faire partager son savoir, ce parcours laisse une place importante au français sous différentes formes. Cette formation est particulièrement bien adaptée pour les étudiants désirant s''orienter vers la diffusion des sciences et le professorat des écoles. A l’issue de cette formation, les étudiants doivent être capables d’éveiller et éduquer un public scolaire ou extrascolaire aux sciences en transmettant de façon rigoureuse et pédagogique des savoirs pluridisciplinaires.'
ME5HSC	master	Sciences cognitives	http://formations.univ-amu.fr/ME5HSC.html	Le master vise à former des ingénieurs cogniticiens et à préparer aux métiers de la recherche en sciences cognitives . Cette formation fournira les connaissances académiques sur le fonctionnement de l’esprit humain et les connaissances techniques et méthodologiques nécessaires à l’évaluation, l’analyse et la modélisation du fonctionnement cognitif. La maîtrise des techniques d’imagerie cérébrale, des outils issus de la neuropsychologie (tests, techniques de remédiation, thérapie cognitive) et des méthodes computationnelles sera au cœur de la formation. Ce master s’appuie sur l’institut Convergences ILCB (Institute of Language Communication and the Brain) regroupant 9 laboratoires de recherche et des plateformes expérimentales de pointe dont le programme scientifique consiste à étudier les bases neuronales du langage et de la communication.
ME5HSC-PRSSC5AA	master	Parcours type : Fonctions cognitives : organisation normale et pathologique	http://formations.univ-amu.fr/ME5HSC-PRSSC5AA.html	'Le parcours Fonctions Cognitives normales et pathologiques vise l’acquisition de connaissances approfondies sur les différentes fonctions mentales (perception, langage, apprentissage, mémoire, raisonnement, fonctions exécutives) dans leur fonctionnement normal et pathologique, et sur leurs bases cérébrales. Les étudiants de ce parcours seront formés grâce à une approche pluridisciplinaire incluant les méthodes d''étude issues de la psychologie cognitive, de la psychophysique, des neurosciences cognitives et computationnelles. Les connaissances générales visées concernent : le fonctionnement du cerveau relatif aux fonctions cognitives ; les différents modèles fonctionnels et computationnels des fonctions cognitives (dans leurs aspects normaux et pathologiques) ; les techniques d''investigation (utilisées chez l''homme et/ou l''animal) pour l''étude des fonctions cognitives ; les outils mathématiques et informatiques pour l''analyse des données concernant les bases cérébrales de ces fonctions. Les étudiants seront également formés aux outils de dépistage, diagnostic et remédiation des fonctions cognitives.'
ME5HSC-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5HSC-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5HSM	master	Acoustique et musicologie	http://formations.univ-amu.fr/ME5HSM.html	Ce master permet aux étudiants d’acquérir une expertise dans leur spécialité : Ingénierie et conception sonore Musicologie et création L’étudiant trouvera les fondamentaux de sa spécialité et les mettra en pratique. Afin de développer les compétences interdisciplinaires, cette formation stimulante et collaborative reposent sur un puissant socle commun de connaissances. Il pourra, en fonction de ses choix, poursuivre vers le doctorat ou se préparer à l’agrégation de musique. De nombreux chercheurs et professionnels issus du CNRS, de l’industrie, du monde culturel et artistique participent à la formation.
ME5HSM-PRSSM5AA	master	Parcours type : Ingénierie et conception sonore	http://formations.univ-amu.fr/ME5HSM-PRSSM5AA.html	Le parcours « Ingénierie et conception sonore » dispense une formation de haut niveau soucieuse de répondre aux besoins du monde professionnel et de la recherche. L’étudiant apprend à concevoir et à développer des méthodes et des outils techniques et technologiques pour l’innovation, la création industrielle et artistique, et la recherche fondamentale et/ou appliquée en audionumérique. Il intègre dans cette démarche une réflexion esthétique. Il croise des enseignements fondamentaux en physique acoustique, perception et cognition, traitement du signal, informatique, écoute active du son et de la musique, avec des cours transversaux d’anglais, de méthodologie de la recherche, de préprofessionnalisation et un stage de 5 mois au dernier semestre. Une partie de ses enseignements reposent sur un socle commun de connaissances avec le parcours « Musicologie et création » afin de favoriser l’émergence de compétences interdisciplinaires. L’étudiant trouvera dans cette formation stimulante et collaborative des outils lui permettant de se situer et de questionner le changement de paradigme contemporain, de développer la pratique de terrain et la dynamique d’équipe, et, en fonction de ses choix, de poursuivre vers le doctorat. De nombreux chercheurs et professionnels issus du CNRS, de l’industrie, du monde culturel et artistique participent à la formation.
ME5LBE	master	Biodiversité, écologie et évolution	http://formations.univ-amu.fr/ME5LBE.html	Le master « Biodiversité, écologie et évolution » (BEE) a pour but de former des spécialistes de haut niveau capables d’identifier, de comprendre et de résoudre des problèmes environnementaux ayant trait à l’écologie et à la biologie évolutive, et notamment ceux relatifs à l’analyse de la biodiversité, à la gestion des espèces et des espaces, à la valorisation du patrimoine naturel et à la restauration des milieux. Les étudiants, amenés à devenir de futurs chercheurs ou cadres ingénieurs doivent être en mesure de développer des activités de recherche, d’ingénierie, d’expertise et/ou de gestion, de façon autonome et en intégrant la diversité des enjeux, des acteurs et des échelles spatio-temporelles. Cette formation vise à renforcer les compétences naturalistes, l’esprit critique des étudiants et leur faire acquérir une démarche scientifique objective, robuste et intégratrice. Les compétences de communication, de travail en équipe et de gestion de projet sont également largement développées à travers divers ateliers de mise en situation.
ME5LBE-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5LBE-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5LGE	master	'Gestion de l''environnement'	http://formations.univ-amu.fr/ME5LGE.html	'Le master « Gestion de l''environnement » (GEE) propose un enseignement basé sur les plus récentes évolutions des concepts et des techniques nécessaires à une approche scientifique du fonctionnement, la gestion, la protection et la réhabilitation des systèmes et écosystèmes continentaux, l’analyse et la gestion des risques naturels, des risques anthropiques et des crises environnementales, dans le contexte du changement global et de la raréfaction des ressources. Par la gestion de projets, les étudiants seront amenés à développer leur capacité à travailler en équipe. La mention vise également à renforcer l’esprit critique en vue d’acquérir une démarche scientifique objective et synthétique. Futurs cadres ingénieurs ou chercheurs, spécialisés dans la gestion durable et raisonnée des milieux naturels et industriels, agricoles et urbains, ils seront en mesure de développer, de façon autonome, des activités de recherche, de développement et de surveillance en phase avec les questionnements scientifiques et sociétaux actuels.'
ME5LGE-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5LGE-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5LSM	master	Sciences de la mer	http://formations.univ-amu.fr/ME5LSM.html	Le master « Sciences de la mer » vise à former des futurs cadres connaissant bien le fonctionnement des écosystèmes marins côtiers et hauturiers. L’objectif de la formation est donc d’aider les étudiants à acquérir une démarche scientifique et à maitriser des outils d’observations et d’analyse du milieu marin en général. Les étudiants formés seront en mesure de développer de manière autonome des activités de recherche et/ou développement. Ceci nécessite plus précisément la compréhension des mécanismes qui régissent, dans un contexte de changement global, le fonctionnement des systèmes naturels marins soumis à des perturbations liées notamment aux activités anthropiques.
ME5LSM-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5LSM-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5LST	master	Sciences de la terre et des planètes, environnement	http://formations.univ-amu.fr/ME5LST.html	Le master « Sciences de la Terre et des Planètes, Environnement » (STPE) vise à fournir aux étudiants des connaissances transverses et une démarche scientifique de pointe en géosciences axés sur les grands enjeux environnementaux. L’objectif est de former des spécialistes des ressources en eau et énergétiques, des processus affectant la surface terrestre et des changements climatiques capables d’utiliser les méthodes et technologies innovantes répondant aux enjeux environnementaux actuels et futurs. Les étudiants diplômés auront acquis une triple compétence : - une formation solide dans les géosciences en phase avec les dernières avancées méthodologiques de la recherche, - la capacité de réinvestir l’ensemble des connaissances disciplinaires et thématiques environnementales acquises pour proposer un contexte scientifique pertinent et objectif en situation professionnelle, et enfin - la maîtrise d’une diffusion rigoureuse des connaissances acquises aussi bien à un public d’initiés qu’à des non-spécialistes.
ME5LST-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5LST-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SAE	master	'Sciences et technologies de l''agriculture, de l''alimentation et de l''environnement'	http://formations.univ-amu.fr/ME5SAE.html	Le Master STAAE est un diplôme à finalité professionnel et recherche qui permet aux étudiants de répondre aux besoins des milieux professionnels privés ou publics, mais également de poursuivre en doctorat pour évoluer dans le milieu de la recherche. Le parcours Qualité et Sécurité en Agroalimentaire a pour objectif la connaissance du produit alimentaire et la maîtrise des procédures propres à la Sécurité, l’Hygiène, la Qualité ou l’Environnement, permettant au futur diplômé d’œuvrer à la protection des personnes, des biens et de l’environnement tout en répondant aux exigences des clients. Le parcours Biologie et Biotechnologies Environnementales a pour objectif la connaissance approfondie de la biologie des plantes, algues, protistes, champignons, des mécanismes de leur évolution, de leurs interactions et utilisation environnementale et des productions qui en découlent. Un intérêt particulier sera apporté à la connaissance des enjeux réglementaires des biotechnologies.
ME5SAE-PRSAE5AA	master	Parcours type : Qualité et sécurité en alimentaire (QSA)	http://formations.univ-amu.fr/ME5SAE-PRSAE5AA.html	Le parcours Qualité et Sécurité en Agroalimentaire (QSA) a pour objectif de former des cadres polyvalents à haut niveau de compétences, maîtrisant les sciences des aliments, la sécurité alimentaire et le management de la qualité. Les diplômés seront capable d’agir au niveau des différents secteurs de l’entreprise, sachant mettre en place et manager une équipe hygiène, qualité, sécurité, santé au travail ou encore environnement. Leurs compétences leur permettront notamment de valider un projet de certification dans ces domaines ou concourir à des activités de recherche ou de R&D dans des structures publiques ou privées.
ME5SAE-PRSAE5AB	master	Parcours type : Biologie et biotechnologies environnementales (BBE)	http://formations.univ-amu.fr/ME5SAE-PRSAE5AB.html	Le parcours de master “biologie et Biotechnologie Environnementale “ forme a un haut niveau de compétence dans la biologie d’organismes qui construisent l’environnement et dont certains sont cibles de modifications par les biotechnologies comme les plantes, les microalgues, les champignons et les bactéries. Ceci inclut des connaissances en génomique et génétique moléculaire, en biochimie, biologie des interactions ainsi qu’en toxicologie, nutrition, bioenergie, bio dépollution, amélioration des plantes et biotechnologie des champignons et bactéries. Une place est faite à l’évaluation des risques biologiques et aux interactions entre biologie et société. L’équipe enseignante est formée de Professeurs et Maitre conférences d’Aix Marseille Université accompagnés de chercheurs exerçant dans des instituts de recherches fondamentale ou appliquée du CNRS, du CEA, de l’INRA et de l’IRD et d’intervenant provenant de l’industrie ou d’instances réglementaires. Des stages sont offerts dans le milieu académique ou industriel. L’enseignement est dispensé à de petites promotions (maximum 25) d’étudiants sélectionnés sur la base de leur parcours et de leur projet professionnel. Les métiers visés sont ceux d’ingénieur en biotechnologie et environnement, amélioration des plantes, instances réglementaires ou poursuite vers le doctorat.
ME5SBG	master	Biologie structurale, génomique	http://formations.univ-amu.fr/ME5SBG.html	La mention de master « Biologie structurale, Génomique » a pour objectif de proposer aux étudiants en biologie un projet de formation leur permettant d’acquérir les compétences nécessaires pour exercer une profession de scientifique dans l’un de ces deux domaines, aussi bien dans le monde académique qu’industriel. Les compétences acquises par le jeune diplômé durant cette formation lui permettront de mettre en œuvre des approches de biochimie, biologie structurale ou de génomique afin de résoudre des problèmes moléculaires complexes ou de concevoir des solutions innovantes à un ensemble de problématiques de la biologie. Ce projet de formation fournira aux étudiants des compétences théoriques, méthodologiques, pratiques et de savoir-être liées aux domaines de la biochimie structurale et de la génomique.
ME5SBG-PRSBG5AA	master	Parcours type : Biochimie structurale (BS)	http://formations.univ-amu.fr/ME5SBG-PRSBG5AA.html	Dans le cadre du parcours de Biochimie structurale le jeune diplômé maîtrisera l’ensemble des techniques de biochimie permettant de réaliser la purification des différents types de macromolécules biologique. Il sera a même de réaliser la structure tridimensionnelle de ces macromolécules en utilisant les différentes approches biophysiques associé à ce domaine disciplinaire comme la cristallographie aux rayons X, la RMN, ou encore microscopies cryo EM. Il sera enfin capable de réaliser l’étude de la structure tridimensionnelle des macromolécules, d’étudier et modéliser leur dynamique moléculaire et d’identifier leurs d’interactions. Il aura une vision intégrative et d’ensemble de l’importance de la structure tridimensionnelle pour la compréhension des mécanismes moléculaires impliqués dans les processus biologiques qui ont permis l’émergence de la vie a partie de la matière inerte.
ME5SBG-PRSBG5AB	master	Parcours type : Génomique et analyse des données (GAD)	http://formations.univ-amu.fr/ME5SBG-PRSBG5AB.html	Le jeune diplômé maîtrisera les approches expérimentales et analytiques de type “omique”. Il connaîtra les technologies de séquençage à haut débit ainsi que les différents champs de la génomique (transcriptome, épigénome, protéome…). Grâce à l’acquisition de compétences en bioinformatique appliquée, il saura réaliser l’analyse statistique et fonctionnelle des données génomiques en exploitant les principales bases de données biologiques.
ME5SBG-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SBG-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SBI	master	Bio-informatique	http://formations.univ-amu.fr/ME5SBI.html	Le Master en Bioinformatique forme des étudiants capables de développer et mettre en oeuvre des outils informatiques et statistiques pour résoudre des problématiques biologiques. Il prodigue des enseignements en génomique, protéomique, phylogénie moléculaire, informatique, statistiques. Il développe des compétences en développement logiciel et analyse des données (parcours DLAD ), ou en modélisation des systèmes (parcours en anglais Computational and Mathematical Biology, CMB ). The Master in Bioinformatics provides an interdisciplinary training encompassing biology (genomics, proteomics, phylogeny), computer sciences (programming, software engineering) and mathematics (dynamical systems, probabilities and statistics). It includes a 2-year training in Computational and Mathematical Biology ( CMB ) entirely taught in English, and oriented towards dynamical modelling of biological systems. Pages web de la formation : https://formations.univ-amu.fr/ME5SBI.html https://bio-sciences.univ-amu.fr/master-bio-info https://sciences.univ-amu.fr/master-cmb
ME5SBI-PRSBI5AA	master	Parcours type : Computational and mathematical biology (CMB)	http://formations.univ-amu.fr/ME5SBI-PRSBI5AA.html	'CMB est un parcours orienté vers l''analyse et la modélisation des systèmes biologiques complexes, et ouvert à l''international à travers la graduate school du Centre Turing des systèmes vivants ( CENTURI ). Ce parcours est commun aux Masters de mathématiques et de biologie, et vise à réunir des étudiants d''horizons divers à fort potentiel et à profiter des synergies interdisciplinaires afin de les former à ce domaine scientifique de pointe en plein essor. CMB propose ainsi une formation par et pour la recherche, avec de forts débouchés en thèse de doctorat, mais également dans les nombreuses entreprises du domaine ayant une politique marquée vers la R&D. Au sein du Master en bioinformatique, le parcours CMB mettra l''accent sur l’analyse de réseaux d’interactions impliqués dans différents types de processus biologiques (développement embryonnaire, système nerveux, réponse immune) afin de décrypter les relations entre la structure de ces réseaux et les comportements des systèmes complexes.'
ME5SBI-PRSBI5AB	master	Parcours type : Développement logiciel et analyse des données (DLAD)	http://formations.univ-amu.fr/ME5SBI-PRSBI5AB.html	'Les étudiants acquerront une formation interdisciplinaire en biologie, informatique et statistique. Les applications biologiques incluront l''analyse de données génomiques, épigénomiques, transcriptomiques et protéomiques, évolutives, et des variations polymorphiques. La formation en informatique s’appuiera sur des cours de programmation, administration de systèmes, ingénierie logicielle, une formation aux bonnes pratiques pour la reproductibilité des résultats scientifiques, le développement de ressources bioinformatiques (bases de données, outils d''analyse) et le déploiement d''interfaces pour ces ressources. Les biostatistiques couvriront inférence statistique, analyse de données multidimensionnelles, modélisation des séquences et apprentissage automatique. Pages web de la formation : https://formations.univ-amu.fr/ME5SBI.html https://bio-sciences.univ-amu.fr/master-bio-info'
ME5SBI-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SBI-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SBY	master	Biologie intégrative et physiologie	http://formations.univ-amu.fr/ME5SBY.html	'Les processus biologiques sont par essence complexes et ne peuvent être étudiés efficacement qu''au travers d''une approche intégrée et multidisciplinaire. Bien que diverses, les différentes disciplines de biologie fondamentale et médicale (Biologie du développement, neurobiologie, cancérologie…) reposent sur des concepts communs et peuvent être étudiées au travers de technologies complémentaires (organismes modèle, édition du génome, omics, mesures physiologiques, comportementales, imagerie…). Le Master BIP a pour objectif de former des biologistes de haut niveau en leur apportant un socle étendu de connaissances et de compétences dans les domaines de la biologie moléculaire, la génétique, la biologie du développement, la neurobiologie et des cellules souches tout en favorisant la formation à l''interface entre les disciplines et en sensibilisant les étudiants aux applications biomédicales. Les stages en laboratoire permettront aux étudiants une spécialisation dans l''un des axes principaux du Master.'
ME5SBY-PRSBY5AA	master	Parcours type : Approche intégrative des fonctions du vivant : du gène à la pathologie	http://formations.univ-amu.fr/ME5SBY-PRSBY5AA.html	'Les processus biologiques étant par essence complexes ils ne peuvent être étudiés efficacement qu''au travers d’approches multidisciplinaires. Bien que diverses, les différentes disciplines de biologie fondamentale et médicale (Biologie du développement, neurobiologie, cancérologie…) reposent sur des concepts communs et peuvent être étudiées au travers de technologies complémentaires. Le Master BIP a pour objectif de former des biologistes de haut niveau en leur apportant un socle étendu de connaissance et de compétences dans les domaines de la biologie moléculaire, la génétique, la biologie du développement, la neurobiologie et des cellules souches tout en favorisant la formation à l''interface entre les disciplines et en sensibilisant les étudiants aux applications biomédicales. Les stages en laboratoire permettront aux étudiants une spécialisation dans l''un des axes principaux du Master.'
ME5SBY-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SBY-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SCA	master	Cinéma et audiovisuel	http://formations.univ-amu.fr/ME5SCA.html	Le Master Cinéma-Audiovisuel propose un enseignement de haut niveau dans le domaine des techniques de la production audiovisuelle, cinématographique et multimédia, de la réalisation documentaire et de la recherche. Il équilibre théorie et applications professionnelles et s’appuie sur une pédagogie par projet. Il développe simultanément l’esprit d’analyse, le sens artistique, et pour certains parcours, l’apprentissage des technologies, la capacité à travailler en équipe et la faculté d’adaptation. Les étudiants acquièrent ainsi une véritable expertise dans leur spécialité : Écritures critique, recherche et didactique de l’image Écritures documentaire : recherche et création Production et réalisation Prise de vue Montage et post-production Son à l’image Musique pour l’image Un des objectifs fondamentaux est d’optimiser les chances d’insertion des étudiants. Un dispositif pédagogique original accompagne la démarche de chaque étudiant en articulant à la fois le mémoire, le choix des stages et le projet personnel de l’étudiant. Par ailleurs de nombreux professionnels s’impliquent dans l’enseignement pour favoriser la réussite de ce dispositif.
ME5SCA-PRSCA5AA	master	'Parcours type : Ingénierie du son à l''image'	http://formations.univ-amu.fr/ME5SCA-PRSCA5AA.html	L’objectif absolument fondamental est de favoriser l’insertion professionnelle des étudiants mais également de leur permettre ensuite de progresser et de s’adapter tout au long de leur vie professionnelle. Ces objectifs passent par un dispositif élaboré qui conjugue à la fois l’acquisition de compétences théoriques fondamentales, la bonne connaissance des technologies, l’acquisition des savoir-faire pratiques c’est-à-dire la bonne connaissance des métiers, des outils et des processus de travail, la prise en compte des contraintes professionnelles, la constitution par l’étudiant de son propre réseau professionnel et très important par un savoir-être qui permette à l’étudiant de savoir adopter la bonne attitude professionnelle. Du point de vue de la pratique, l’objectif est de concevoir esthétiquement et techniquement le son d’un film, le mettre en œuvre (de la prise de son, au montage son jusqu’au mixage) et en assurer la finalisation en tenant compte d’intentions artistiques et de contraintes économiques et techniques.
